,id_item_facturas,factura_id,product_id,price,quantity
489,490,2513,317,3075645,7
490,491,444,4974,1815540,8
491,492,1169,6698,4153917,6
492,493,3535,2618,2508709,4
493,494,3806,5169,3176227,4
494,495,1536,411,4097813,4
495,496,3411,1967,3194802,8
496,497,4757,8583,908191,7
497,498,370,5567,4011214,2
498,499,4301,5125,910045,4
499,500,1881,108,2327425,2
500,501,4381,7287,1129953,8
501,502,446,7980,1667025,8
502,503,3479,854,1301003,9
503,504,2950,8864,2524252,5
504,505,382,9687,1450318,3
505,506,856,5773,2548218,7
506,507,490,8814,1461143,6
507,508,43,5253,2932900,4
508,509,1375,3172,1423824,1
509,510,4354,8547,3812576,5
510,511,4059,1233,1401838,9
511,512,1038,382,2867782,9
512,513,1803,478,458434,9
513,514,2039,1216,1002919,2
514,515,1839,7583,663306,6
515,516,4468,6570,3503668,1
516,517,2789,9046,283131,8
517,518,271,7339,3433622,9
518,519,2568,3607,2089952,8
519,520,2227,8713,1425804,6
520,521,2364,2647,3206217,4
521,522,2414,7909,1632571,3
522,523,3889,3632,2318622,7
523,524,17,4466,1630886,3
524,525,504,7752,2354424,9
525,526,4322,5006,2216481,8
526,527,4808,9510,1899149,9
527,528,3591,7029,116546,1
528,529,68,1216,1002919,6
529,530,2162,2967,3892436,3
530,531,3872,9112,4033917,3
531,532,165,8481,3666378,7
532,533,2301,4599,1609237,3
533,534,1296,9904,2410612,6
534,535,3844,8265,2354887,3
535,536,973,4855,3982614,6
536,537,3246,1782,3085543,7
537,538,4115,151,4188960,9
538,539,3574,1181,3950940,7
539,540,3082,6083,1182814,6
540,541,1752,4643,3100580,6
541,542,1795,7940,1109778,8
542,543,1245,4007,2824651,6
543,544,2709,258,1145664,7
544,545,4451,9665,701256,6
545,546,4397,9498,2468527,5
546,547,2730,3994,2869467,3
547,548,534,1075,3492675,7
548,549,726,7307,263124,4
549,550,4911,357,3109972,4
550,551,2654,8387,2597877,4
551,552,4822,7178,4150336,7
552,553,2312,6061,842484,1
553,554,1513,4626,711996,4
554,555,4593,8257,1328465,1
555,556,455,7685,3597933,1
556,557,244,1197,2756122,2
557,558,2242,3956,1528619,7
558,559,313,1284,3514072,4
559,560,90,2473,637950,8
560,561,1802,5095,2294445,8
561,562,3275,3439,1272235,9
562,563,174,7431,738153,5
563,564,2433,1041,3396641,7
564,565,381,8544,480252,5
565,566,665,4441,2741085,3
566,567,384,2590,3889277,9
567,568,3610,2398,3246315,7
568,569,652,7937,521530,3
569,570,1117,6918,2551293,3
570,571,632,7650,3038410,1
571,572,2702,8713,1425804,5
572,573,2979,3658,4166510,8
573,574,399,8485,199775,9
574,575,4947,7543,1747854,7
575,576,2499,4997,2164168,4
576,577,827,3402,1007679,8
577,578,1708,3905,3904945,5
578,579,4997,4381,3570765,6
579,580,4995,2221,2012620,1
580,581,2135,1359,1701480,3
581,582,3108,7378,2177899,5
582,583,4357,9936,148852,8
583,584,4039,6009,3028723,6
584,585,116,1711,3192528,7
585,586,4456,212,404099,7
586,587,876,9855,798679,8
587,588,3761,9491,212032,3
588,589,1112,5493,2091848,2
589,590,2815,3188,2390858,6
590,591,4753,7228,3404054,9
591,592,263,1346,3670042,9
592,593,2099,5667,2073989,6
593,594,4801,1712,929167,2
594,595,1958,8100,1577562,8
595,596,366,1369,589848,6
596,597,3839,3629,3613306,8
597,598,4999,9726,1498545,1
598,599,783,4301,1977450,2
599,600,3858,757,2229706,3
600,601,2163,9259,2234003,7
601,602,3903,3188,803650,2
602,603,3714,3954,1260483,2
603,604,1634,9308,3971621,6
604,605,411,1606,1656327,2
605,606,3923,9803,1857071,6
606,607,4652,9395,1759647,7
607,608,1011,6915,3126694,3
608,609,330,5022,422927,5
609,610,2425,5572,1952557,9
610,611,4683,6461,3227993,9
611,612,3810,6810,1814024,5
612,613,336,1052,753527,8
613,614,1267,1606,1190943,1
614,615,96,7757,2991405,1
615,616,1091,5832,2414529,8
616,617,2659,4658,2953539,6
617,618,4318,5970,2498474,5
618,619,1057,2312,1853112,4
619,620,4883,1154,2600405,3
620,621,590,6644,3656479,4
621,622,2586,3717,1883943,1
622,623,3013,2103,1951251,7
623,624,3202,4419,722190,6
624,625,3141,825,3167719,1
625,626,4297,1251,4053334,1
626,627,4890,3668,3446216,4
627,628,1465,5166,101299,4
628,629,4961,6050,3162496,5
629,630,1871,3337,1761543,3
630,631,1258,3338,66929,7
631,632,1344,5033,629905,2
632,633,2670,2810,3131032,5
633,634,2091,8061,955998,2
634,635,3961,7649,2539036,6
635,636,4561,1152,2191967,7
636,637,1436,6915,3126694,2
637,638,2462,7242,635970,5
638,639,3141,9572,1559030,5
639,640,167,6838,4033116,3
640,641,273,7392,752010,4
641,642,3499,7912,4091705,3
642,643,2865,5278,4086988,5
643,644,1654,1562,3109298,6
644,645,62,7869,2714508,1
645,646,3556,6367,63812,4
646,647,3383,3548,2239310,6
647,648,475,5994,2972830,8
648,649,4474,9073,3571271,2
649,650,2155,3321,2609755,4
650,651,3941,8116,1847046,6
651,652,4505,6825,859922,5
652,653,2020,8029,3842776,7
653,654,3533,5395,585089,5
654,655,4580,3633,3396810,5
655,656,1189,8030,3477764,5
656,657,2588,3464,3248547,9
657,658,1420,1752,1399226,4
658,659,3313,7447,1900286,5
659,660,2653,5658,1526513,2
660,661,4846,6559,4002327,4
661,662,2236,9605,2835518,5
662,663,1279,7660,2506603,5
663,664,811,3759,3992892,3
664,665,2554,8092,2435800,7
665,666,1690,6743,1140188,3
666,667,3488,1418,281319,1
667,668,1450,157,3565963,4
668,669,2058,5296,2924855,5
669,670,14,7079,1135808,5
670,671,1840,2154,3797623,4
671,672,1924,5201,3483450,7
672,673,2616,7088,3894205,7
673,674,4048,2083,241937,5
674,675,1328,7159,372888,4
675,676,2110,7179,4025787,4
676,677,2128,8342,4192793,7
677,678,3415,6156,3739835,6
678,679,4688,2023,3960586,3
679,680,1368,4936,3117048,8
680,681,4691,7996,684618,2
681,682,2250,1075,3492675,9
682,683,4476,8929,2182279,2
683,684,1328,4633,162752,5
684,685,298,7376,3214051,3
685,686,1816,1594,1752908,2
686,687,2166,2393,2204140,7
687,688,3770,75,51007,4
688,689,4929,5266,770291,4
689,690,1931,3505,2529095,2
690,691,2479,4545,3309368,1
691,692,3856,4742,177704,3
692,693,514,5889,3223444,3
693,694,4769,7570,4088251,2
694,695,4347,8887,4038129,5
695,696,539,5521,1360644,5
696,697,2919,7148,3009516,2
697,698,1495,9346,268389,7
698,699,2933,2900,3437961,4
699,700,1263,4821,1472515,3
700,701,2856,3387,795394,1
701,702,4434,9505,2517976,2
702,703,173,4507,1157373,3
703,704,284,6622,646584,1
704,705,1636,7118,2130851,1
705,706,2111,5032,2077443,3
706,707,124,3418,2328731,5
707,708,2447,5975,993147,3
708,709,1754,564,3134023,4
709,710,1673,672,3108456,6
710,711,542,8577,678806,4
711,712,657,9053,2453574,6
712,713,2157,5025,2821577,8
713,714,3633,7478,2719773,4
714,715,3330,1491,763551,8
715,716,4549,4658,2953539,5
716,717,3308,7107,1025538,1
717,718,2565,6367,63812,2
718,719,1612,6203,2414318,6
719,720,2197,8081,3653657,5
720,721,1878,749,640561,4
721,722,887,2802,3763085,7
722,723,1469,5564,2641682,4
723,724,1252,9433,1675660,7
724,725,680,4796,1943627,4
725,726,1019,7959,2867572,8
726,727,4705,8412,1306520,5
727,728,2283,2374,2167411,4
728,729,879,7035,3534795,3
729,730,3459,3431,1800209,6
730,731,1578,5095,2294445,7
731,732,642,8885,1957485,2
732,733,4720,9723,3402706,7
733,734,4128,7678,2227769,2
734,735,2808,4146,784569,1
735,736,1608,1676,3471193,5
736,737,3152,5958,2708611,1
737,738,1378,5564,2641682,4
738,739,2529,8957,2279829,6
739,740,979,913,1912080,9
740,741,3566,535,2271237,7
741,742,290,9763,3613643,4
742,743,2129,3767,998286,9
743,744,1273,91,19965,7
744,745,396,894,1440757,7
745,746,4123,4312,1350873,6
746,747,3512,5037,1110578,5
747,748,1469,8330,655640,5
748,749,118,6878,4090147,6
749,750,2538,1753,1036194,7
750,751,3382,5389,25525,7
751,752,2922,224,637444,1
752,753,2173,7818,2950338,4
753,754,2944,5574,2244491,2
754,755,2462,7779,3082510,1
755,756,3488,5285,3296480,8
756,757,4757,4619,1754003,6
757,758,2318,5482,3027712,4
758,759,744,7142,1462785,9
759,760,4642,1140,3679603,5
760,761,1399,2302,3024216,2
761,762,1106,5616,4172871,3
762,763,1979,9023,2646526,1
763,764,748,854,2868709,1
764,765,4585,6162,2968365,1
765,766,918,6698,4153917,4
766,767,716,7528,1733659,7
767,768,3977,5701,3806005,7
768,769,4485,1966,3483071,1
769,770,31,296,4179989,7
770,771,4606,321,3025606,7
771,772,3748,9951,3423977,1
772,773,1217,2926,1339542,1
773,774,1776,6604,883299,3
774,775,3940,4533,900694,9
775,776,1604,1546,1391266,5
776,777,2606,2854,2248197,1
777,778,1460,3164,817339,7
778,779,692,887,985482,6
779,780,491,4415,1409799,3
780,781,2388,7128,4047732,3
781,782,638,8313,1692213,4
782,783,96,117,85925,4
783,784,3661,4629,3852506,4
784,785,4589,1328,2528927,5
785,786,1935,949,1342407,4
786,787,4053,2755,3944749,1
787,788,4655,9707,1119465,5
788,789,1708,1604,3483450,1
789,790,337,1799,2710296,1
790,791,1664,9600,873485,5
791,792,1830,4388,3288014,7
792,793,4583,9505,2517976,8
793,794,4016,9556,35297,5
794,795,506,1794,1067237,1
795,796,2168,7118,2130851,8
796,797,3596,844,2124406,1
797,798,3443,8381,1917387,8
798,799,4312,9644,1339374,6
799,800,2588,1928,1176580,2
800,801,2692,4388,3288014,9
801,802,2667,1575,3845051,9
802,803,3368,9759,1612733,2
803,804,3197,6156,3739835,8
804,805,3521,4833,2468316,3
805,806,1855,1368,827995,3
806,807,891,6718,3639758,5
807,808,2917,6017,3013728,6
808,809,1386,6505,2200938,9
809,810,1412,1578,2575975,3
810,811,2899,3994,2869467,7
811,812,1615,1148,2691636,3
812,813,82,4495,1113653,6
813,814,4168,7492,39424,6
814,815,2772,4748,3070759,5
815,816,4316,7390,2541942,2
816,817,67,2771,740217,8
817,818,1743,2389,2170654,5
818,819,1911,3765,1760742,9
819,820,1444,6604,883299,3
820,821,3587,493,4179610,3
821,822,4367,3795,430045,8
822,823,4619,7888,1150044,9
823,824,3328,9623,2505592,2
824,825,3299,7660,853983,2
825,826,4947,7165,1020989,4
826,827,4867,245,2855610,3
827,828,1392,3878,4101351,1
828,829,1791,8036,2015821,9
829,830,3996,1998,3390534,1
830,831,290,1757,1673933,9
831,832,1426,2142,2866729,1
832,833,425,3994,2869467,8
833,834,4958,1160,1048283,8
834,835,2381,1078,3397694,6
835,836,3600,6749,2725712,2
836,837,2998,4685,2093111,9
837,838,645,9847,2620875,5
838,839,3531,9727,3957932,4
839,840,1215,3633,2208689,1
840,841,3964,7307,263124,7
841,842,434,3864,2054361,8
842,843,2742,5372,2492619,9
843,844,3331,6954,2214164,8
844,845,1250,586,3451397,4
845,846,1917,3698,3010401,4
846,847,4982,4045,3556739,9
847,848,768,6337,805124,4
848,849,3605,6541,2275112,6
849,850,3164,330,223110,4
850,851,1130,9805,2429524,1
851,852,516,8576,2666449,5
852,853,4009,4047,2672346,3
853,854,4628,2476,1497071,7
854,855,620,3423,3131538,8
855,856,1370,2761,2044463,4
856,857,576,829,528817,7
857,858,4955,1189,2008576,8
858,859,4896,5333,2142181,8
859,860,4471,1406,47890,5
860,861,3592,9031,3112794,4
861,862,265,1053,2819892,4
862,863,205,7439,518539,8
863,864,1446,1945,2698797,2
864,865,2730,7137,3950224,5
865,866,1567,1814,222225,2
866,867,2888,4486,3895384,5
867,868,4794,7844,3711783,7
868,869,3080,3374,3795349,5
869,870,874,4375,3967072,6
870,871,3381,2253,1732101,2
871,872,4515,6015,2981127,4
872,873,4335,9596,2306407,3
873,874,354,8329,1307405,3
874,875,1861,3634,2426744,4
875,876,2911,4199,540273,8
876,877,4509,6919,3622152,6
877,878,4251,9106,944415,9
878,879,4622,47,2846470,1
879,880,3235,5333,2142181,9
880,881,4092,5701,3847999,8
881,882,2293,8811,891175,5
882,883,1411,6459,2599857,3
883,884,1132,2252,4036739,3
884,885,3777,4912,2383360,7
885,886,1760,5089,1279900,1
886,887,4304,1993,523636,3
887,888,647,678,2100230,9
888,889,2032,5912,1825312,6
889,890,21,4169,2302785,9
890,891,4459,5855,3647171,9
891,892,3004,6693,912572,9
892,893,3165,3391,3272892,6
893,894,3026,3735,3634282,4
894,895,3178,4415,1409799,9
895,896,1060,2671,1983010,4
896,897,2765,888,3513945,8
897,898,1056,7913,2970387,8
898,899,3077,758,1281290,4
899,900,4765,9608,3292436,7
900,901,1196,1702,1878931,7
