product_id,product_category,product_name,product_stock,unit_price_cop
3603,Juguetes,Avión de Juguete,12,2723269
8618,Tecnología,Disco Duro Externo,59,1781297
8973,Muebles,Silla de Comedor,70,3583064
2834,Ropa,Corbata de Seda,38,2366428
6664,Ropa,Traje Formal,98,954186
1095,Juguetes,Juego de Té,18,2225200
4573,Tecnología,Laptop Ultraligera,88,2192093
4078,Muebles,Cama Doble,24,1235759
6108,Alimentos,Nueces,42,1587756
83,Ropa,Playera Estampada,1,1680756
9609,Juguetes,Robot Interactivo,74,1381536
3188,Juguetes,Pelota Saltarina,78,803650
7581,Alimentos,Avena Instantánea,54,2764757
921,Ropa,Sudadera con Capucha,4,3354310
7151,Alimentos,Café Molido,14,1189174
6224,Alimentos,Té Verde,14,4180031
5134,Juguetes,Estuche de Pintura,3,3727788
288,Ropa,Camiseta Polo,11,3010443
5934,Juguetes,Coche Teledirigido,17,486654
5166,Alimentos,Chocolate Oscuro,56,101299
616,Tecnología,Bocina Bluetooth,73,1762511
7791,Alimentos,Pollo Orgánico,30,2712486
8727,Alimentos,Carne de Res,82,2649896
4881,Juguetes,Kit de Ciencia,27,42878
4186,Ropa,Chaleco de Lana,48,3536648
6054,Muebles,Sofá Cama,68,886879
1675,Juguetes,Rompecabezas de Madera,84,3279927
6825,Muebles,Cómoda de Madera,17,859922
5553,Muebles,Mesa de Centro,44,3688533
931,Alimentos,Tofu,75,2383276
3064,Alimentos,Salmón Ahumado,73,2700945
9549,Muebles,Biblioteca de Madera,32,2948653
856,Muebles,Vitrina de Vidrio,81,2413855
8854,Juguetes,Patinete para Niños,50,1752740
7035,Muebles,Silla Plegable,20,3534795
6919,Muebles,Taburete de Bar,85,3622152
2216,Tecnología,Auriculares VR,79,119452
5306,Alimentos,Atún en Conserva,0,1162680
9299,Tecnología,Drone,15,3595110
3249,Tecnología,Smart TV,24,3827234
5253,Alimentos,Sardinas,70,337465
8534,Juguetes,Cubo Rubik,5,2559801
642,Tecnología,Proyector,48,1323579
3653,Muebles,Mueble para TV,10,4096044
460,Tecnología,Cargador Inalámbrico,75,2860706
9847,Ropa,Pantalones Cortos,19,2620875
9870,Muebles,Mueble Zapatero,21,2414571
8929,Ropa,Leggings Deportivos,67,2182279
9862,Alimentos,Mantequilla de Maní,6,1950619
2213,Juguetes,Dron para Niños,68,2402609
8141,Ropa,Gorra de Béisbol,40,4058388
8947,Alimentos,Yogurt Natural,32,1474705
5859,Muebles,Tocador con Espejo,40,686598
735,Muebles,Banco de Entrada,32,3621183
881,Tecnología,USB 3.0,41,3057070
1044,Alimentos,Queso Cottage,91,2129798
6049,Ropa,Sombrero de Paja,84,422295
3833,Alimentos,Huevos de Campo,74,1618461
5806,Alimentos,Pan Integral,61,1799956
2457,Tecnología,Webcam Full HD,91,2794072
7291,Ropa,Cinturón de Cuero,62,1652410
8010,Tecnología,Consola de Videojuegos,91,1262336
6486,Juguetes,Mesa de Pinball,27,1726625
2593,Juguetes,Nerf Blaster,74,424822
7307,Juguetes,Juguete Educativo,45,263124
4103,Tecnología,Micrófono USB,90,3026827
7077,Alimentos,Tortillas de Maíz,84,2481289
3767,Muebles,Cama de Niños,67,998286
258,Juguetes,Casa de Muñecas,95,1145664
5052,Alimentos,Mermelada de Fresa,87,2487860
6295,Ropa,Medias de Algodón,23,2831980
7392,Juguetes,Pelota de Playa,5,752010
5392,Ropa,Reloj de Pulsera,78,1285629
7113,Juguetes,Set de Herramientas de Juguete,40,732046
8757,Alimentos,Galletas de Avena,6,2414950
7061,Muebles,Mesa Auxiliar,83,1146380
8348,Juguetes,Estación Espacial de Juguete,54,3854359
2900,Ropa,Botas de Cuero,65,3437961
8378,Ropa,Sandalias,60,2399913
2913,Juguetes,Kit de Exploración,11,2662489
8768,Ropa,Zapatillas de Casa,86,3372085
2574,Alimentos,Granola,92,2988498
7152,Alimentos,Cereales para Desayuno,70,557163
83,Tecnología,Altavoz Inteligente,41,489434
100,Juguetes,Set de Superhéroes,87,2651243
5647,Juguetes,Coche de Policía de Juguete,75,738237
6698,Muebles,Silla Mecedora,71,2887452
9463,Juguetes,Kit de Maquillaje Infantil,90,4160445
8637,Juguetes,Torre Apilable,43,1546983
8464,Ropa,Traje de Baño,33,3509354
4823,Tecnología,Smartband,11,2604027
5413,Juguetes,Peluche de Animales,25,343699
7782,Tecnología,Enrutador WiFi,93,1373280
9466,Juguetes,Muñeco de Acción,54,1628359
3697,Alimentos,Zumo de Naranja,72,3551221
3946,Muebles,Butaca Tapizada,63,1544246
8594,Muebles,Cabecero de Cama,66,896398
1877,Ropa,Pijama de Franela,46,1471715
1082,Ropa,Calcetines de Lana,47,3555813
9399,Juguetes,Rompecabezas Geométrico,26,876896
6932,Juguetes,Caja Registradora de Juguete,76,701719
5101,Juguetes,Dinosaurio Robótico,99,1825228
4685,Alimentos,Leche de Almendra,38,334686
3872,Ropa,Mochila de Tela,84,2941998
7019,Alimentos,Salsa de Tomate,20,567441
6216,Muebles,Mesa Plegable,33,3227234
4913,Juguetes,Juguete de Espuma,18,3821337
9042,Ropa,Bolsa de Mano,63,126571
9742,Ropa,Abrigo de Invierno,20,1607089
9080,Ropa,Chaleco Acolchado,49,473050
2352,Ropa,Bata de Baño,59,2506940
6456,Juguetes,Set de Cocina de Juguete,9,1876446
4643,Ropa,Tanga,86,3100580
322,Ropa,Brasier Deportivo,60,2754437
7148,Juguetes,Juguete de Agua,81,3009516
4092,Alimentos,Vinagre Balsámico,67,3482145
7229,Muebles,Silla Ergonómica,65,4154675
1621,Ropa,Mallas de Compresión,38,2012325
8823,Alimentos,Sopa Instantánea,92,2672893
1201,Ropa,Chamarra Impermeable,90,3097210
5170,Tecnología,SSD,63,2458839
6645,Juguetes,Microscopio de Juguete,28,2072304
1447,Ropa,Pantalones Cargo,42,81629
5720,Tecnología,Pantalla Táctil,92,2335470
6928,Muebles,Espejo de Pie,36,3190506
6159,Tecnología,Cámara de Seguridad,40,3097758
8968,Muebles,Cama Individual,12,775850
6892,Alimentos,Fideos de Arroz,80,846612
2083,Alimentos,Puré de Papas,61,241937
7671,Ropa,Chaleco Reflectante,61,707869
3958,Tecnología,Modem 5G,26,408480
5962,Ropa,Mocasines,73,1158805
5721,Ropa,Zapatos de Tacón,34,3910758
2848,Muebles,Escritorio Infantil,81,342225
2896,Alimentos,Hummus,62,835703
5936,Muebles,Silla de Jardín,56,21860
1310,Ropa,Sombrero de Vaquero,88,1405881
9502,Muebles,Sillón Relax,43,1205222
4429,Ropa,Falda Larga,40,342141
92,Alimentos,Guacamole,5,2739106
2021,Tecnología,Amplificador de Señal WiFi,3,2405431
1674,Muebles,Mesa Extensible,18,2478509
3582,Alimentos,Chiles en Conserva,62,537578
946,Ropa,Bufanda de Lana,21,1322484
7345,Juguetes,Pistola de Burbujas,23,1212803
5850,Ropa,Guantes de Cuero,75,3466350
8171,Alimentos,Arándanos Secos,14,1026717
9526,Juguetes,Arco y Flecha de Juguete,70,3508512
9284,Tecnología,Tableta Gráfica,27,3288393
4839,Muebles,Estante Flotante,28,2567130
4508,Ropa,Cinturón Trenzado,43,904569
7027,Alimentos,Pasas,72,3728336
5138,Ropa,Pantalones de Vestir,70,3078719
7685,Tecnología,Pluma Stylus,21,3493349
4171,Muebles,Perchero de Pie,35,2595729
6568,Juguetes,Juguete Musical,9,2606049
9202,Tecnología,Disco Duro SSD,27,1656369
7985,Tecnología,Adaptador HDMI,73,1928296
2610,Juguetes,Castillo de Juguete,90,2618516
6672,Tecnología,Cable USB-C,91,1589525
560,Alimentos,Papitas Fritas,58,2942630
9059,Alimentos,Aceitunas,74,3294584
135,Muebles,Mesa de Noche,66,69961
3423,Alimentos,Ketchup,95,3131538
3897,Ropa,Zapatos Oxford,5,3163170
6597,Muebles,Baúl de Almacenamiento,60,1092803
8961,Ropa,Camisa de Algodón2,51,3636599
3308,Muebles,Silla de Madera,60,153612
7850,Juguetes,Títeres de Mano,9,3083310
2545,Ropa,Pantalón de Mezclilla2,63,624934
7883,Ropa,Abrigo de Lana2,20,3753313
3937,Alimentos,Mostaza,53,442934
4089,Muebles,Cama King Size,34,1794101
2436,Tecnología,Smart Lock,60,274159
9708,Muebles,Mueble Auxiliar,97,3542713
8268,Ropa,Zapatos Deportivos2,34,1134586
5237,Tecnología,Termostato Inteligente,35,671730
8582,Muebles,Mesa de Picnic,5,954355
532,Muebles,Librero,18,1386380
554,Juguetes,Tren de Juguete,91,1452129
1966,Alimentos,Mayonesa,26,3029649
1162,Juguetes,Autobús Escolar de Juguete,17,2617674
578,Muebles,Estantería de Metal,72,1141578
5390,Tecnología,Luces LED Inteligentes,21,616342
9282,Alimentos,Arroz Integral2,1,2439885
8940,Muebles,Banco Alto,4,3428694
82,Tecnología,Batería Externa,98,1283144
2244,Tecnología,Switch de Red,7,1724435
188,Juguetes,Barco Pirata de Juguete,23,1814151
5559,Alimentos,Frijoles Negros2,13,1773505
991,Ropa,Vestido de Verano2,79,2145087
6072,Juguetes,Tienda de Juguete,53,2200686
6796,Juguetes,Lego Star Wars2,89,1943670
8382,Ropa,Falda Plisada2,71,3483492
2168,Ropa,Chamarra de Cuero2,46,152601
8544,Alimentos,Aceite de Oliva2,95,480252
5454,Muebles,Taburete Tapizado,30,431941
3024,Muebles,Mesita Plegable,45,2792303
4672,Muebles,Mesa Consola,90,1788794
9608,Ropa,Suéter de Cachemira2,66,3292436
5335,Tecnología,Controlador para Juegos,83,112839
4736,Ropa,Guantes de Invierno2,96,50165
2218,Tecnología,Docking Station,63,2707979
140,Juguetes,Muñeca Barbie2,0,4022755
9343,Ropa,Bufanda de Seda2,29,2445150
8296,Muebles,Cajonera,30,893281
5139,Alimentos,Leche Deslactosada2,13,2943809
8225,Alimentos,Harina de Trigo2,62,1737998
2355,Ropa,Corbata de Seda2,26,3192864
9738,Alimentos,Pasta de Trigo Duro2,45,1112389
1819,Alimentos,Miel Orgánica2,65,3894373
5337,Muebles,Mesa de Madera2,9,1334951
7534,Ropa,Traje Formal2,70,3807648
6083,Juguetes,Pelota de Fútbol2,7,1182814
1612,Juguetes,Rompecabezas 3D2,0,1805937
4375,Ropa,Playera Estampada2,66,3967072
674,Tecnología,Tarjeta de Video,73,3247620
3066,Juguetes,Juguete de Construcción2,21,3901323
9622,Tecnología,Placa Base,12,754875
1197,Muebles,Silla Giratoria2,78,2756122
4039,Alimentos,Azúcar Morena2,34,3506195
108,Juguetes,Camión de Bomberos2,88,2327425
2416,Tecnología,Estación de Carga USB,92,2313399
8171,Juguetes,Dinosaurio de Juguete2,93,366528
2579,Ropa,Sudadera con Capucha2,48,176230
5450,Ropa,Camiseta Polo2,31,3629859
5262,Alimentos,Sal de Mar2,97,2529980
597,Alimentos,Quinoa2,80,2858263
7691,Juguetes,Bloques Magnéticos2,50,523173
5823,Alimentos,Lentejas2,79,2337744
5843,Ropa,Chaleco de Lana2,7,286037
8731,Tecnología,Lector de Tarjetas,71,2052508
2613,Muebles,Sofá de Cuero2,72,1536832
1506,Muebles,Estantería Modular2,63,1199283
9727,Ropa,Pantalones Cortos2,82,3957932
7908,Ropa,Leggings Deportivos2,23,516602
74,Ropa,Gorra de Béisbol2,15,3758620
8115,Muebles,Cama Queen Size2,54,1698531
3286,Tecnología,Teclado Bluetooth,89,3593931
4552,Alimentos,Almendras2,68,3779765
667,Juguetes,Carrito de Carreras2,78,2539962
4061,Muebles,Escritorio de Oficina2,73,3871965
6265,Muebles,Silla Reclinable2,67,2612451
4858,Muebles,Armario de Madera2,16,1151729
7971,Tecnología,Smart Plug,25,3114353
8494,Muebles,Mesita de Noche2,68,1777253
7361,Muebles,Silla de Comedor2,41,773576
9685,Alimentos,Nueces2,67,732003
9854,Tecnología,Cámara 360,20,1398763
1688,Juguetes,Avión de Juguete2,42,2502518
1928,Alimentos,Avena Instantánea2,44,1176580
7825,Ropa,Sombrero de Paja2,79,3329754
2855,Muebles,Cama Doble2,43,2131104
422,Alimentos,Café Molido2,67,2501086
606,Juguetes,Juego de Té2,25,3778164
6616,Muebles,Sofá Cama2,14,817423
7605,Tecnología,Reproductor Multimedia,60,2800432
3940,Tecnología,Smartphone2,25,43384
7931,Muebles,Cómoda de Madera2,33,1215373
7330,Alimentos,Té Verde2,79,1640490
1091,Ropa,Cinturón de Cuero2,18,841473
4651,Tecnología,Computador2,94,2759239
1163,Alimentos,Chocolate Oscuro2,68,2293308
7928,Alimentos,Pollo Orgánico2,21,3319646
2545,Tecnología,Tablet2,54,1634130
9779,Ropa,Medias de Algodón2,83,2530191
6403,Tecnología,Smartwatch2,39,1560462
3909,Ropa,Reloj de Pulsera2,96,2984539
3695,Tecnología,Monitor2,12,3226013
8215,Tecnología,Impresora2,67,1544962
6623,Alimentos,Carne de Res2,58,884309
3906,Alimentos,Tofu2,70,3303682
3174,Tecnología,Router2,86,2044673
6528,Muebles,Mesa de Centro2,29,342141
3032,Ropa,Botas de Cuero2,13,2838088
6797,Ropa,Sandalias2,4,1875267
949,Juguetes,Robot Interactivo2,94,1342407
356,Ropa,Zapatillas de Casa2,63,1079283
7779,Tecnología,Mouse Inalámbrico2,30,3082510
8710,Juguetes,Pelota Saltarina2,48,1054895
217,Alimentos,Salmón Ahumado2,8,2224778
4232,Ropa,Traje de Baño2,11,2531623
3277,Alimentos,Atún en Conserva2,65,28347
5855,Juguetes,Estuche de Pintura2,85,4034548
1972,Tecnología,Teclado Mecánico2,32,3726735
9527,Ropa,Pijama de Franela2,29,3718859
8008,Alimentos,Sardinas2,95,4085008
5123,Alimentos,Mantequilla de Maní2,15,1304414
9206,Ropa,Calcetines de Lana2,20,1761206
5572,Juguetes,Coche Teledirigido2,25,1952557
2875,Muebles,Biblioteca de Madera2,98,4109522
8901,Juguetes,Kit de Ciencia2,45,366191
7466,Ropa,Mochila de Tela2,59,2161977
3633,Alimentos,Yogurt Natural2,13,2278018
735,Tecnología,Cámara Digital2,99,1375007
8848,Ropa,Bolsa de Mano2,74,4153074
8528,Ropa,Abrigo de Invierno2,64,1428837
7514,Alimentos,Queso Cottage2,37,2661689
687,Tecnología,Disco Duro Externo2,3,3913116
6844,Alimentos,Huevos de Campo2,60,3662460
6984,Juguetes,Rompecabezas de Madera2,3,3310211
7931,Juguetes,Patinete para Niños2,86,3054627
2735,Ropa,Chaleco Acolchado2,88,2625719
5786,Tecnología,Laptop Ultraligera2,49,616426
5,Alimentos,Pan Integral2,87,71772
3391,Muebles,Vitrina de Vidrio2,17,3272892
1523,Ropa,Bata de Baño2,73,669750
1827,Alimentos,Tortillas de Maíz2,12,2296719
484,Alimentos,Mermelada de Fresa2,61,2218629
1914,Ropa,Tanga2,11,1981325
4551,Tecnología,Bocina Bluetooth2,29,126276
29,Ropa,Brasier Deportivo2,29,1352389
4295,Alimentos,Galletas de Avena2,43,2518776
9062,Tecnología,Auriculares VR2,10,1198819
9547,Juguetes,Cubo Rubik2,48,151379
7351,Muebles,Silla Plegable2,25,1792543
8955,Alimentos,Granola2,4,2856073
826,Juguetes,Dron para Niños2,20,1467503
4504,Juguetes,Mesa de Pinball2,26,2768969
5150,Ropa,Mallas de Compresión2,25,2103473
7302,Tecnología,Drone2,80,379543
4281,Tecnología,Smart TV2,39,2689236
3647,Tecnología,Proyector2,52,2227348
8443,Ropa,Chamarra Impermeable2,97,2829495
9713,Tecnología,Cargador Inalámbrico2,45,1276699
4457,Alimentos,Cereales para Desayuno2,96,2759997
4503,Tecnología,USB 3.02,2,2686456
6289,Muebles,Taburete de Bar2,67,2458250
8091,Ropa,Pantalones Cargo2,0,1531188
9640,Alimentos,Zumo de Naranja2,67,2663627
5253,Juguetes,Nerf Blaster2,71,3993481
3402,Muebles,Mueble para TV2,14,1007679
414,Juguetes,Juguete Educativo2,7,820076
1446,Tecnología,Webcam Full HD2,86,2752500
1168,Tecnología,Consola de Videojuegos2,15,2350675
8109,Alimentos,Leche de Almendra2,86,107954
1141,Tecnología,Micrófono USB2,72,81923
280,Muebles,Mueble Zapatero2,83,2435589
4063,Muebles,Tocador con Espejo2,68,1247257
1872,Muebles,Banco de Entrada2,94,2232823
9558,Muebles,Cama de Niños2,52,2018096
1121,Tecnología,Altavoz Inteligente2,49,1272740
5285,Ropa,Chaleco Reflectante2,1,1364562
4674,Ropa,Mocasines2,77,588122
5007,Juguetes,Casa de Muñecas2,61,629146
4766,Muebles,Mesa Auxiliar2,22,2456986
966,Tecnología,Smartband2,66,3017140
2161,Ropa,Zapatos de Tacón2,56,1434397
1666,Ropa,Sombrero de Vaquero2,72,1577520
9537,Juguetes,Pelota de Playa2,50,517486
149,Ropa,Falda Larga2,77,1637415
3137,Juguetes,Set de Herramientas de Juguete2,47,4189297
3172,Alimentos,Salsa de Tomate2,84,514454
1910,Alimentos,Vinagre Balsámico2,71,3063093
3034,Tecnología,Enrutador WiFi2,92,4141154
1251,Tecnología,SSD2,12,2064006
6232,Ropa,Bufanda de Lana2,3,2871531
8767,Ropa,Guantes de Cuero2,51,3654795
3498,Alimentos,Sopa Instantánea2,3,218813
4311,Muebles,Silla Mecedora2,74,1679661
9579,Alimentos,Fideos de Arroz2,29,3254991
5095,Juguetes,Estación Espacial de Juguete2,88,2294445
317,Juguetes,Kit de Exploración2,58,3075645
1885,Juguetes,Set de Superhéroes2,21,2457870
7642,Ropa,Cinturón Trenzado2,64,1956685
4718,Juguetes,Coche de Policía de Juguete2,75,4098697
7728,Juguetes,Kit de Maquillaje Infantil2,71,1492101
9402,Muebles,Butaca Tapizada2,30,2075589
5173,Juguetes,Torre Apilable2,17,2435715
4771,Ropa,Pantalones de Vestir2,25,4029283
4999,Muebles,Cabecero de Cama2,90,1839844
3786,Juguetes,Peluche de Animales2,93,3340074
7706,Muebles,Mesa Plegable2,66,106901
8804,Tecnología,Pantalla Táctil2,94,3465212
9731,Ropa,Zapatos Oxford2,31,2524252
4680,Tecnología,Cámara de Seguridad2,18,3295174
7334,Ropa,Camisa de Algodón3,88,531217
5282,Muebles,Silla Ergonómica2,34,2227179
5245,Ropa,Pantalón de Mezclilla3,7,2500201
9718,Alimentos,Puré de Papas2,89,3696283
488,Juguetes,Muñeco de Acción2,20,364043
6885,Muebles,Espejo de Pie2,56,1524702
1055,Alimentos,Hummus2,82,1651441
9273,Juguetes,Rompecabezas Geométrico2,46,2694248
8324,Alimentos,Guacamole2,80,1471883
9873,Juguetes,Caja Registradora de Juguete2,80,185876
6068,Tecnología,Modem 5G2,16,1635183
3114,Alimentos,Chiles en Conserva2,11,1547531
4609,Muebles,Cama Individual2,86,494152
1468,Alimentos,Arándanos Secos2,19,1134502
9553,Juguetes,Dinosaurio Robótico2,42,1511350
604,Alimentos,Pasas2,98,2789397
6770,Alimentos,Papitas Fritas2,15,307350
2861,Alimentos,Aceitunas2,64,3014107
196,Juguetes,Juguete de Espuma2,5,3539512
7378,Ropa,Abrigo de Lana3,69,3592246
3251,Alimentos,Ketchup2,55,4165879
5258,Alimentos,Mostaza2,98,3419976
2501,Alimentos,Mayonesa2,10,3943569
6156,Muebles,Escritorio Infantil2,87,3739835
5096,Tecnología,Amplificador de Señal WiFi2,98,1704596
4242,Juguetes,Set de Cocina de Juguete2,94,2256747
8120,Tecnología,Tableta Gráfica2,52,3114016
2833,Juguetes,Juguete de Agua2,73,749357
4356,Ropa,Zapatos Deportivos3,91,2783247
6705,Tecnología,Pluma Stylus2,55,2672935
2918,Ropa,Vestido de Verano3,54,1061845
6556,Ropa,Falda Plisada3,14,779136
1562,Juguetes,Microscopio de Juguete2,91,3109298
6395,Muebles,Silla de Jardín2,33,1534811
8420,Ropa,Chamarra de Cuero3,53,1287440
7096,Juguetes,Pistola de Burbujas2,86,1852943
9276,Ropa,Suéter de Cachemira3,14,1843045
4066,Juguetes,Arco y Flecha de Juguete2,87,1609110
7468,Muebles,Sillón Relax2,87,1526092
5254,Muebles,Mesa Extensible2,35,988851
8957,Ropa,Guantes de Invierno3,80,2279829
9618,Muebles,Estante Flotante2,69,1985073
5756,Juguetes,Juguete Musical2,2,2231812
464,Juguetes,Castillo de Juguete2,55,1029244
3330,Alimentos,Arroz Integral3,18,4191656
7796,Juguetes,Títeres de Mano2,60,3114858
4545,Muebles,Perchero de Pie2,45,3309368
5875,Muebles,Mesa de Noche2,33,202302
4651,Muebles,Baúl de Almacenamiento2,47,3661492
7584,Ropa,Bufanda de Seda3,26,1481066
6428,Alimentos,Frijoles Negros3,46,2179794
5360,Juguetes,Tren de Juguete2,66,3380762
2741,Ropa,Corbata de Seda3,74,1571750
6878,Muebles,Silla de Madera2,57,4090147
5265,Ropa,Traje Formal3,43,2147572
2551,Juguetes,Autobús Escolar de Juguete2,75,2466084
891,Juguetes,Barco Pirata de Juguete2,1,80239
6559,Juguetes,Tienda de Juguete2,12,4002327
466,Alimentos,Aceite de Oliva3,0,980469
8339,Ropa,Playera Estampada3,96,1247510
2653,Muebles,Cama King Size2,66,1891020
790,Alimentos,Leche Deslactosada3,77,477472
686,Muebles,Mueble Auxiliar2,45,634117
3914,Ropa,Sudadera con Capucha3,15,3280516
853,Ropa,Camiseta Polo3,19,1302013
6146,Tecnología,Disco Duro SSD2,2,25104
1453,Tecnología,Adaptador HDMI2,21,1107756
2839,Juguetes,Lego Star Wars3,89,1586829
8418,Tecnología,Cable USB-C2,33,3863878
6146,Alimentos,Harina de Trigo3,84,1498545
4035,Alimentos,Pasta de Trigo Duro3,54,3444995
1851,Tecnología,Smart Lock2,69,816875
2194,Alimentos,Miel Orgánica3,57,1304330
6662,Tecnología,Termostato Inteligente2,60,2057857
3966,Juguetes,Muñeca Barbie3,61,728718
40,Ropa,Chaleco de Lana3,8,1282891
7302,Ropa,Pantalones Cortos3,91,2575259
5711,Tecnología,Luces LED Inteligentes2,99,4083071
6461,Alimentos,Azúcar Morena3,97,3227993
8068,Juguetes,Pelota de Fútbol3,38,3634998
4350,Alimentos,Sal de Mar3,70,3482734
4793,Ropa,Leggings Deportivos3,30,503334
8456,Juguetes,Rompecabezas 3D3,95,4202734
4654,Tecnología,Batería Externa2,57,2487270
8458,Ropa,Gorra de Béisbol3,36,2614599
2802,Tecnología,Switch de Red2,35,3763085
2871,Tecnología,Controlador para Juegos2,26,3452197
1241,Ropa,Sombrero de Paja3,5,925376
5650,Muebles,Mesa de Picnic2,30,2692437
8128,Ropa,Cinturón de Cuero3,70,2874690
5635,Alimentos,Quinoa3,40,696623
1857,Alimentos,Lentejas3,24,2388583
1167,Muebles,Librero2,58,1071575
5732,Ropa,Medias de Algodón3,61,3835826
9820,Tecnología,Docking Station2,16,1900665
5354,Ropa,Reloj de Pulsera3,58,790171
4277,Ropa,Botas de Cuero3,6,244801
3975,Alimentos,Almendras3,49,2138938
7486,Muebles,Estantería de Metal2,65,3660691
6054,Juguetes,Juguete de Construcción3,13,1081136
904,Juguetes,Camión de Bomberos3,26,2358004
5187,Ropa,Sandalias3,40,2930625
7875,Ropa,Zapatillas de Casa3,78,498195
4277,Tecnología,Tarjeta de Video2,17,3190211
8447,Muebles,Banco Alto2,9,1085559
2867,Ropa,Traje de Baño3,30,2686666
7819,Ropa,Pijama de Franela3,91,2721500
7940,Alimentos,Nueces3,2,1653589
6740,Tecnología,Placa Base2,7,3931860
6589,Tecnología,Estación de Carga USB2,61,2182995
783,Ropa,Calcetines de Lana3,26,617690
8952,Ropa,Mochila de Tela3,47,2954929
5851,Alimentos,Avena Instantánea3,87,1599802
5319,Muebles,Taburete Tapizado2,1,2820692
1975,Juguetes,Dinosaurio de Juguete3,43,826310
9292,Tecnología,Lector de Tarjetas2,84,147715
4631,Ropa,Bolsa de Mano3,65,217929
5000,Tecnología,Teclado Bluetooth2,94,2766947
2206,Tecnología,Smart Plug2,31,1107756
6047,Juguetes,Bloques Magnéticos3,57,2534655
2114,Ropa,Abrigo de Invierno3,93,1067405
9716,Muebles,Mesita Plegable2,43,2231391
7896,Tecnología,Cámara 3602,43,3042454
2977,Juguetes,Carrito de Carreras3,97,2382391
8342,Alimentos,Café Molido3,13,4192793
8979,Muebles,Mesa Consola2,50,94770
959,Juguetes,Avión de Juguete3,38,2300637
4639,Juguetes,Juego de Té3,54,3918971
5188,Juguetes,Robot Interactivo3,14,755801
1206,Tecnología,Reproductor Multimedia2,23,1833062
4144,Muebles,Cajonera2,76,474861
6667,Juguetes,Pelota Saltarina3,87,1379683
4900,Tecnología,Smartphone3,70,4103752
2400,Muebles,Mesa de Madera3,7,1296833
4193,Alimentos,Té Verde3,17,751758
9386,Muebles,Silla Giratoria3,47,1755604
1940,Muebles,Sofá de Cuero3,98,3466434
3286,Juguetes,Estuche de Pintura3,37,1486415
3635,Ropa,Chaleco Acolchado3,62,1197345
8963,Juguetes,Coche Teledirigido3,13,4022755
5480,Juguetes,Kit de Ciencia3,63,1526597
3002,Tecnología,Computador3,65,4008897
3634,Ropa,Bata de Baño3,63,929504
1114,Juguetes,Rompecabezas de Madera3,38,3208786
3535,Alimentos,Chocolate Oscuro3,55,3067515
2167,Juguetes,Patinete para Niños3,15,319017
5008,Ropa,Tanga3,55,3563394
9253,Alimentos,Pollo Orgánico3,20,3699147
5404,Ropa,Brasier Deportivo3,14,1868527
273,Muebles,Estantería Modular3,84,2976620
4891,Alimentos,Carne de Res3,78,3269060
1719,Muebles,Cama Queen Size3,46,822435
2603,Juguetes,Cubo Rubik3,83,1645081
1430,Juguetes,Dron para Niños3,40,3291804
2272,Ropa,Mallas de Compresión3,68,2747825
